type,resource_type,resource_status,recommendation,tags,expected_duration,locale,name,creator,description,thumbnail,link,online_link,registration_link,event_address,date_from,date_to
,,,,,,en,Self-Love Through God’s Love: A 7-Day Devotional to Uncover Your Worth,"She's A Motivator, LLC","""Self-Love Through God's Love"" takes you on a journey of self-discovery using biblical truths, personal insights, and daily meditations. Crafted with wisdom and compassion, Shanice Lawrence helps you uncover your worth through scripture while looking at your life from God's tender and loving eyes. This is your guide to combating negative self-talk, overcoming doubt, and confidently living in the fullness of your worth.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F41283%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/41283-self-love-through-gods-love-a-7-day-devotional-to,,,,,
resource,reading_plan,,9,,22,,,,,,,,,,,
,,,,,,en,Faith & Love: A One Year Bible Reading Plan - Part 11,Doxa Deo,This one-year plan will take you on a journey in Faith and Love through the New Testament. We hope that you will be challenged to grow spiritually and be inspired as a follower of Jesus. This is Part 11 of 12.,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F40762%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/40762-faith-love-a-one-year-bible-reading-plan-part-11,,,,,
resource,reading_plan,,9,,10,,,,,,,,,,,
,,,,,,en,What About Me?!,Joyce Meyer Ministries,"Let’s be honest…we all ask, “What about me?” But could you be sabotaging your own progress by focusing on the wrong things? Joyce Meyer’s free, 10-day study—filled with fun lessons and activities for the entire family—is just what you need to refocus and find more satisfaction than you thought possible. Discover the joy of an unselfish life!     ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F48585%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/48585-what-about-me,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,When God Thinks of You He Smiles,BroadStreet Publishing Group,"God’s love goes infinitely beyond anything you can fathom. You have been adopted into his family, and you are safe in his care. Each small step of faith brings him great joy. He created you for relationship with him, and he loves to hear your voice and your thoughts. As you dwell on God’s promises over the next seven days, remember that he is thinking about you and smiling.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F53718%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/53718-when-god-thinks-of-you-he-smiles,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Mastering The Art Of Forgiveness,Four Rivers Media,"Relationships aren’t perfect! Some days, we find ourselves emotionally bruised and battered by the words and actions of others. And sometimes, we are the ones whose choices inflict deep pain in someone else. This reading plan will help you learn to walk in the freedom of forgiveness, as you study the example of true grace—our Heavenly Father.   ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F15597%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/15597-mastering-the-art-of-forgiveness,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Healing and the Single Mom: By Jennifer Maggio,The Life of a Single Mom,"To the weary, hurting single mom–the one who feels you cannot go on and that life has been too much–you are seen. You are seen by the one, true God. While I don’t understand the depths of your pain, I know the depths of my own. And the God I serve has been a faithful healer of all my broken places, and He will surely heal yours. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F37708%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/37708-healing-and-the-single-mom-by-jennifer-maggio,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Indescribable Love,David McCracken Ministries,"God’s love is the central theme woven throughout scripture, and yet we all need a greater revelation of the depth of God’s love for us personally. In this 7-day devotional from Steve McCracken, discover more about the extravagant nature of God’s love and learn how Father wants His gift of love to flow through us to others. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F24378%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/24378-indescribable-love,,,,,
resource,reading_plan,,9,,10,,,,,,,,,,,
,,,,,,en,"Us Against the World: Our Secrets to Love, Marriage, & Family",David and Tamela Mann,"Together, we’ve been blessed to see the world through the lens of many amazing opportunities. But our family’s still just like your family. Our marriage’s just like your marriage. Our relationship goal when we married: love God, love each other, and inspire our kids to see marriage differently. We hope this series inspires you to do marriage and family God’s way – and to give them all you’ve got.  ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F18386%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/18386-us-against-word-secrets-to-love-marriage-family,,,,,
resource,reading_plan,,9,,40,,,,,,,,,,,
,,,,,,en,40 Days in the Word - Power of the Word,Horizon Church,"God often uses “40 days” to complete a spiritual challenge. The challenge can involve overcoming temptation like Jesus in the desert, or preparing for an encounter with God like Moses on Mount Sinai, or the strengthening of an individual’s faith exemplified in stories like Noah’s Ark, Jonah, or David and Goliath. Over the next 40 days, we will engage with the Word, seek God, and take hold of His promises.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F44017%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/44017-horizon-church-february-march-bible-reading,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Let God's Love Transform Lives,Jesus.net,"How do you feel about the violence in so many of our cities and the lack of civility? In this reading plan, writer Paul Marc Goulet shares about this topic and how you can deal with it.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F25313%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/25313-let-gods-love-transform-lives,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Daily Nuggets of Grace Part 5 Courageous!,Freedom In Christ Ministries,"There is a war for the love of God. This all-out war makes perfect sense since loving God is the first and most important commandment. This vital ingredient -love is how the world will know we are Christians. The Daily Nuggets of Grace is a tool to help Christians remove barriers like guilt, shame, fear, and pride while learning to abide to recover their first love for Christ.  ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F50887%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/50887-daily-nuggets-of-grace-part-5-courageous,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Daily Nuggets of Grace Part 6 Calm!,Freedom In Christ Ministries,"There is a war for the love of God. This all-out war makes perfect sense since loving God is the first and most important commandment. This vital ingredient -love is how the world will know we are Christians. The Daily Nuggets of Grace is a tool to help Christians remove barriers like guilt, shame, fear, and pride while learning to abide to recover their first love for Christ.  ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F50817%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/50817-daily-nuggets-of-grace-part-6-calm,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,The Power of Love: Finding Rest in the Father’s Love,Inspired Motherhood,"What if, instead of being consumed by our struggles and shortcomings, we learned to stand confidently in the power of God’s perfect love? Scripture tells us that perfect love casts out all fear, yet so often, we live weighed down by anxiety, doubt, and insecurity. In this five-day journey, you’ll discover a deeper understanding of God's love along with practical steps to walk out these biblical truths in your daily life.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F55975%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/55975-the-power-of-love-finding-rest-in-the-fathers-love,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Radical Love,Mercy Culture Church,"Mercy Culture Church exists to take people from corporate encounters with God to daily personal encounters with God. Each year we pray and ask God for His heart and His mind over that next year. This year, we heard the Lord say 2025 will be a year of Radical Love! Join us over the next 5 days to learn what it means to radically love God with everything you have.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F53927%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/53927-radical-love,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Faith Love Forgiveness,DaySpring,"Embark on a soul-nurturing journey crafted by licensed professional counselor, Susan Goss, who brings a unique blend of spiritual insight and therapeutic expertise to your fingertips. Susan integrates encouraging devotions, Scriptures that speak to the soul, and heart-stirring prompts to help deepen your faith, amplify the power of love, and unlock the liberating force of forgiveness.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F47478%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/47478-faith-love-forgiveness,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Messiah’s Last Words: Easter Reflections,Reclaim Today from Our Daily Bread Ministries,"After being mocked and tortured on the cross, Jesus spoke his final words and took his last breath, fulfilling the purpose and promise of His Father. These final words continue to live on. But why do the matter? How does it affect your everyday life? This Easter, journey through each of Jesus' seven statements spoken from the cross and meditate on what they reveal about who our Savior is—who died and uttered His last words specifically for you.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F56838%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/56838-messiahs-last-words-easter-reflections,,,,,
resource,reading_plan,,9,,20,,,,,,,,,,,
,,,,,,en,Faith & Love: A One Year Bible Reading Plan - Part 2,Doxa Deo,This one-year plan will take you on a journey in Faith and Love through the New Testament. We hope that you will be challenged to grow spiritually and be inspired as a follower of Jesus. This is Part 2 of 12.,https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F35607%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/35607-faith-love-a-one-year-bible-reading-plan-part-2,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Being With Jesus: Solitude and Silence Part 2,OnThe3rdDay,"Jesus is calling you into the quiet place. Daily, He invites you to come away with Him, to get lost in His presence. In this reading plan, we will explore how practicing the disciplines of solitude and silence can help us learn to discern God’s will in daily life, find healing for our wounded souls, and overcome the loneliness that so many today feel trapped by.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F47049%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/47049-being-with-jesus-solitude-and-silence-part-2,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,No Offense,Life.Church,"From the latest news headline to social media comments, there are plenty of opportunities to be offended each day. But what if we decided to respond differently? In this 7-day Bible Plan, accompanying Pastor Craig Groeschel’s message series, No Offense, we’ll discover how to surrender the anger that’s been holding us back and keeping others hostage. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F27772%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/27772-no-offense,,,,,
resource,reading_plan,,9,,9,,,,,,,,,,,
,,,,,,en,Thrive: Building Stronger Marriages . . . Together,North Point Community Church,"Marriage is what you make it—for richer or for poorer, for better or for worse. But you may not feel like your marriage is all it could be. Thankfully, you don’t have to wonder which choices and behaviors support a flourishing marriage. God has a design for a loving, lasting, thriving marriage. No matter what you’ve been through, it’s still possible to be and to stay in love.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F22769%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/22769-thrive-building-stronger-marriages-together,,,,,
resource,reading_plan,,9,,8,,,,,,,,,,,
,,,,,,en,The Final Week of Jesus' Life: An 8-Day Holy Week Devotional Series,Aspire Productions,"The devotionals in this eight-day series focus the reader’s attention on the final week of Jesus’ life and the circumstances surrounding his death, burial, and resurrection. When Jesus entered Jerusalem on Palm Sunday, he entered a city filled with political strife, fear and uneasiness. Following Jesus’ actions and interactions each day gives readers a clearer understanding of the context of the events that serve as the foundation for Christian faith.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F32891%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/32891-the-final-week-of-jesus-life-an-8-day-holy-week,,,,,
